GEO_ID,,USP_MARGIN_2016,USS_MARGIN_2016,USC_MARGIN_2016,USP_MARGIN_2012,USS_MARGIN_2012,USC_MARGIN_2012,USP_MARGIN_CHANGE,USS_MARGIN_CHANGE,USC_MARGIN_CHANGE,TOTALPOP_2010,TOTALPOP_2015,TOTALPOP_CHANGE,POPDEN_2010,POPDEN_2015,POPDEN_CHANGE,NONWHITE_2010,NONWHITE_2015,NONWHITE_CHANGE,UNEMPLOY_2010,UNEMPLOY_2015,UNEMPLOY_CHANGE,COLLEGE_2010,COLLEGE_2015,COLLEGE_CHANGE,INC_2010,INC_2015,INC_CHANGE
1400000US42003111500,,-0.877187153,-0.822699463,-0.835402692,-0.889203842,-0.868788406,-0.600140233,0.012016689,0.046088943,-0.235262459,3206,3043,-0.0508,8641.509434,8202.156334,-5.084217096,77.1,75.4,-0.017,9.9,10.3,0.004,36.9,36.5,-0.004,19136,24308,0.27027592
1400000US42003120300,,-0.96043125,-0.931169812,-0.95196212,-0.966906494,-0.94765019,-0.390175104,0.006475244,0.016480378,-0.561787016,1777,1785,0.0045,4261.390887,4280.57554,0.450196978,94.5,97.5,0.03,6.3,26.6,0.203,17.9,10.3,-0.076,42633,25368,-0.404967983
1400000US42003120400,,-0.954425346,-0.936732262,-0.958725368,-0.977221689,-0.96943521,-0.769155698,0.022796343,0.032702948,-0.18956967,695,734,0.0561,4112.426036,4343.195266,5.611510772,93.1,94.6,0.015,23.2,35.1,0.119,3.3,3.6,0.003,22188,15960,-0.280692266
1400000US42003120700,,-0.945398087,-0.948595925,-0.960048627,-0.96708814,-0.956349308,-0.758262086,0.021690053,0.007753383,-0.201786541,980,850,-0.1327,4924.623116,4271.356784,-13.26530613,100,99.4,-0.006,19,11.5,-0.075,7.4,5.2,-0.022,14900,19762,0.326308725
1400000US42003120800,,-0.900253556,-0.89184046,-0.917000403,-0.941738157,-0.926692829,-0.542399482,0.041484601,0.034852369,-0.374600921,947,907,-0.0422,3431.15942,3286.231884,-4.22386483,92.5,85.2,-0.073,17,33.1,0.161,10.2,3.4,-0.068,30670,25689,-0.16240626
1400000US42003130100,,-0.959581962,-0.955348754,-0.920991495,-0.972527301,-0.959206553,-0.549555792,0.012945339,0.003857799,-0.371435703,1917,1948,0.0162,6432.885906,6536.912752,1.617110073,100,100,0,13.8,33.2,0.194,9.8,11,0.012,20000,16630,-0.1685
1400000US42003130200,,-0.952635912,-0.943145227,-0.875019609,-0.975264839,-0.964530096,-0.42885734,0.022628927,0.021384869,-0.446162269,1156,1423,0.231,8562.962963,10540.74074,23.0968858,100,98.4,-0.016,12.5,19.9,0.074,18,11.4,-0.066,35179,27500,-0.218283635
1400000US42003130300,,-0.942183141,-0.932956954,-0.91789987,-0.964898911,-0.956303564,-0.368052795,0.02271577,0.02334661,-0.549847075,874,1294,0.4805,4142.180095,6132.701422,48.05491991,100,94.3,-0.057,3.8,29.3,0.255,21.9,14.3,-0.076,17538,13986,-0.202531646
1400000US42003130400,,-0.937915719,-0.942176528,-0.936919673,-0.974918554,-0.959194332,-0.625383593,0.037002835,0.017017804,-0.31153608,1238,982,-0.2068,6765.027322,5366.120219,-20.67851372,100,98.1,-0.019,12.8,21.5,0.087,14.7,19.7,0.05,27630,24250,-0.1223308
1400000US42003130600,,-0.940042393,-0.922339532,-0.930435617,-0.97002849,-0.958982821,-0.395696361,0.029986097,0.036643289,-0.534739256,2988,2859,-0.0432,5512.915129,5274.907749,-4.317269075,96.7,94.4,-0.023,19.6,26.8,0.072,12.6,11.6,-0.01,22679,18012,-0.205785088
1400000US42003140100,,-0.762474718,-0.648659889,-0.694729574,-0.567225647,-0.549107589,-0.363165253,-0.195249071,-0.0995523,-0.331564321,6316,5306,-0.1599,11159.0106,9374.558304,-15.99113362,32.4,33,0.006,10.5,4.4,-0.061,77.9,80.2,0.023,107321,119688,0.115233738
1400000US42003140200,,-0.716649027,-0.563995136,-0.620396111,-0.533211549,-0.508476107,-0.22750061,-0.183437478,-0.055519029,-0.392895501,2637,2321,-0.1198,9000,7921.501706,-11.98331438,33.1,24.4,-0.087,5.7,3.4,-0.023,84.3,83.2,-0.011,45819,72115,0.573910387
1400000US42003140300,,-0.74936247,-0.649231443,-0.722422435,-0.613641412,-0.629364247,-0.555193204,-0.135721058,-0.019867196,-0.167229231,3524,3709,0.0525,9681.318681,10189.56044,5.24971624,13.3,17,0.037,5.8,3,-0.028,80.4,84.2,0.038,81851,113553,0.387313533
1400000US42003140400,,-0.701950293,-0.577470649,-0.655855349,-0.589144895,-0.631288088,-0.596360797,-0.112805398,0.053817439,-0.059494552,2406,2325,-0.0337,7472.049689,7220.496894,-3.366583541,10.3,15.4,0.051,2.9,1.9,-0.01,74,86.5,0.125,127361,127813,0.003548967
1400000US42003140500,,-0.828010327,-0.748363175,-0.784505056,-0.783741813,-0.76165468,-0.529620327,-0.044268514,0.013291505,-0.254884729,2027,1732,-0.1455,6941.780822,5931.506849,-14.55352739,59.1,41.2,-0.179,8,11.1,0.031,49.4,64.3,0.149,36796,51389,0.396592021
1400000US42003140600,,-0.729810832,-0.649687441,-0.715635172,-0.653627857,-0.639593611,-0.664452443,-0.076182975,-0.01009383,-0.051182729,3225,3084,-0.0437,9402.332362,8991.253644,-4.372093032,18.3,13.1,-0.052,4.3,3.8,-0.005,66.4,73.6,0.072,68828,65417,-0.049558319
1400000US42003140800,,-0.583979773,-0.493055016,-0.606367088,-0.405759856,-0.478716702,-0.526130669,-0.178219917,-0.014338314,-0.080236419,4518,4687,0.0374,10757.14286,11159.52381,3.74059316,14.6,17.8,0.032,5.6,3.9,-0.017,76.7,77.3,0.006,61224,67944,0.109760878
1400000US42003141000,,-0.717781737,-0.671308115,-0.760027898,-0.617497901,-0.628445882,-0.790880271,-0.100283836,-0.042862233,0.030852373,945,1033,0.0931,4821.428571,5270.408163,9.312169316,8.3,1.9,-0.064,1.7,7,0.053,67.7,83.2,0.155,73958,77857,0.052719111
1400000US42003141100,,-0.371514127,-0.340872796,-0.523144971,-0.277786809,-0.354332626,-0.736444833,-0.093727318,0.01345983,0.213299862,1357,1345,-0.0088,2868.921776,2843.551797,-0.884303616,8.4,10.9,0.025,10.8,5.3,-0.055,45,45.5,0.005,70938,68105,-0.039936282
1400000US42003141300,,-0.649332989,-0.538942076,-0.619779122,-0.519796672,-0.561046791,-0.517216639,-0.129536317,0.022104715,-0.102562483,4802,5411,0.1268,13838.61671,15593.65994,12.68221576,19.4,27.8,0.084,3.2,1.1,-0.021,70,66.9,-0.031,46803,48000,0.025575284
1400000US42003141400,,-0.637373432,-0.54366434,-0.641771264,-0.522373862,-0.569957333,-0.431652085,-0.11499957,0.026292993,-0.210119179,4631,5940,0.2827,5854.614412,7509.481669,28.26603326,11.7,19.8,0.081,3.7,5.7,0.02,63.8,68.9,0.051,50543,61856,0.223829215
1400000US42003151600,,-0.439353251,-0.431861235,-0.574649206,-0.435711076,-0.475495663,-0.517768533,-0.003642175,0.043634428,-0.056880673,2582,2621,0.0151,8145.11041,8268.138801,1.510457008,13.9,14.2,0.003,8,6.3,-0.017,36.4,35.5,-0.009,42062,57204,0.359992392
